Variable 1,Label 1,Variable 2,Label 2,Correlation
HHM12EDU,12th HH member: Level of education achieved to date,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,FRNDLVCZ,Close friend in Czech republic,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,FRNDLVIT,Close friend in Italy,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ACCMARR,What age do you think it is acceptable for a woman to get married,0.802955068546966
HHM12EDU,12th HH member: Level of education achieved to date,IDEALNCH,What is the ideal number of children per family in COUNTRY?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,TRUOS,"Please, tell me, in general, how much do you trust or distrust the information p",-1.0
HHM12EDU,12th HH member: Level of education achieved to date,POLDIRN,Which direction domestic politics of the country are going?,-0.7559289460184545
HHM12EDU,12th HH member: Level of education achieved to date,IMPISS1O,The most important issue facing COUNTRY at the moment? Other specified,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,IMPISS2,And the second most important issue facing COUNTRY at the moment?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,REVEXP2,To what extent have your expectations been met in regards to the events (known a,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,REFRET,Possibility for early retirement of the constitutional court members,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,REFVET,Examining the conscientiousness of the judges (vetting),-1.0
HHM12EDU,12th HH member: Level of education achieved to date,REFINT,Reduction of income tax rate,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,TRUEDUC,How much do you trust or distrust educational system?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,FREESPK,Do people like yourself have the right to openly say what they think?,-0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,LPROS,To what extent do you approve the persecution/prosecution of the representatives,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,VOTPRCP,Would you participate in the national elections next Sunday?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,VOTLELE,"Did you vote in the Parliamentary elections on December 9, 2018?",-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ELCOND,Would you say that those elections were conducted…,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ICITLAW,Important for a good citizen: always obey laws?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ICITGOV,Important for a good citizen: support the government on every occasion?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ICITVOTE,Important for a good citizen: vote in elections?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ICITTRAD,Important for a good citizen: protect traditions?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,IMPGCVW,Important for a good citizen: do volunteer work?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,ICITHELP,Important for a good citizen: support people who are worse off than themselves?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,NK4_2,How likely is it to find a solution to the Nagorno-Karabakh conflict through for,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,NK5AR_1,To what extent do you accept having Nagorno-Karabakh as a formal part of Armenia,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,JOBSARFN,"Overall, how satisfied or dissatisfied are you with your job?",-1.0
HHM12EDU,12th HH member: Level of education achieved to date,PERSINC,Your personal monetary income last month?,-0.8660254037844386
HHM12EDU,12th HH member: Level of education achieved to date,GETJOBF,Which factor do you consider most important for getting a good job?,-0.7559289460184542
HHM12EDU,12th HH member: Level of education achieved to date,RFAEDUC,What is the highest level of education your father has achieved?,0.7559289460184545
HHM12EDU,12th HH member: Level of education achieved to date,KNOWRUS,Ability in Russian,0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,FRQINTR,How often do you use the Internet?,-0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",-0.8660254037844387
HHM12EDU,12th HH member: Level of education achieved to date,HHM2DOB,Second HH member: year of birth,-0.9790755624849435
HHM12EDU,12th HH member: Level of education achieved to date,HHM2EMP,Second HH member: employed?,-0.9999999999999999
HHM12EDU,12th HH member: Level of education achieved to date,HHM3RELR,Third HH member: relationship to the respondent,0.9449111825230679
HHM12EDU,12th HH member: Level of education achieved to date,HHM3DOB,Third HH member: year of birth,-0.8660254037844386
HHM12EDU,12th HH member: Level of education achieved to date,HHM3MRAGE,3rd HH member: Age when s/he got married,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,HHM4DOB,4th HH member: year of birth,-0.9933992677987828
HHM12EDU,12th HH member: Level of education achieved to date,HHM5DOB,5th HH member: year of birth,0.9707253433941511
HHM12EDU,12th HH member: Level of education achieved to date,HHM5MAR,5th HH member: marital status,-0.970725343394151
HHM12EDU,12th HH member: Level of education achieved to date,HHM6EMP,6th HH member: employed?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,HHM6MAR,6th HH member: marital status,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,HHM6EDU,6th HH member: Level of education achieved to date,0.7559289460184544
HHM12EDU,12th HH member: Level of education achieved to date,HHM7DOB,7th HH member: year of birth,-0.912245460839306
HHM12EDU,12th HH member: Level of education achieved to date,HHM7MAR,7th HH member: marital status,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,HHM8RELR,8th HH member: relationship to the respondent,0.8219949365267865
HHM12EDU,12th HH member: Level of education achieved to date,HHM8DOB,8th HH member: year of birth,-0.8322397195638248
HHM12EDU,12th HH member: Level of education achieved to date,HHM9RELR,9th HH member: relationship to the respondent,0.720576692122892
HHM12EDU,12th HH member: Level of education achieved to date,HHM9DOB,9th HH member: year of birth,-0.9502811693344021
HHM12EDU,12th HH member: Level of education achieved to date,HHM9EDU,9th HH member: Level of education achieved to date,0.7559289460184544
HHM12EDU,12th HH member: Level of education achieved to date,HHM10RELR,10th HH member: relationship to the respondent,-0.9912407071619304
HHM12EDU,12th HH member: Level of education achieved to date,HHM10DOB,10th HH member: year of birth,-0.9920645329164469
HHM12EDU,12th HH member: Level of education achieved to date,HHM10EDU,10th HH member: Level of education achieved to date,0.8660254037844387
HHM12EDU,12th HH member: Level of education achieved to date,HHM11DOB,11th HH member: year of birth,-0.917662935482245
HHM12EDU,12th HH member: Level of education achieved to date,HHM11EDU,11th HH member: Level of education achieved to date,0.9449111825230679
HHM12EDU,12th HH member: Level of education achieved to date,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844387
HHM12EDU,12th HH member: Level of education achieved to date,HHM12DOB,12th HH member: year of birth,-0.9933992677987828
HHM12EDU,12th HH member: Level of education achieved to date,HHM13RELR,13th HH member: relationship to the respondent,-0.987829161147262
HHM12EDU,12th HH member: Level of education achieved to date,HHM13DOB,13th HH member: year of birth,-0.9853292781642911
HHM12EDU,12th HH member: Level of education achieved to date,OWNWASH,Does your household own a washing machine?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,NOMONFD,How often did you not have enough money to buy food?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,DEBTSHH,Does your household currently have any debts?,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,FUTRUNG,Ladder: HH situation in 5 years,-1.0
HHM12EDU,12th HH member: Level of education achieved to date,HHSIZE,Number of all household members,1.0000000000000002
HHM12EDU,12th HH member: Level of education achieved to date,HHASIZE,Number of adult household members,0.9041944301794651
HHM12EDU,12th HH member: Level of education achieved to date,NHHPSU,Total number of households per PSU,0.9441087225573715
HHM12EDU,12th HH member: Level of education achieved to date,NADHH,Total number of adults per household,0.9041944301794651
HHM13RELR,13th HH member: relationship to the respondent,SETTYPE,Stratum,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,INDWT,Weight for individual-level questions,-0.9076651677685288
HHM13RELR,13th HH member: relationship to the respondent,ACTRESDT,Helped someone to resolve a dispute?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,ACTDON,Made a donation to a trustworthy organization,-1.0
HHM13RELR,13th HH member: relationship to the respondent,EMONOW,How do you feel now?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,GALLTRU,Most people can be trusted or you cannot be too careful?,-0.9543382533729184
HHM13RELR,13th HH member: relationship to the respondent,HLTHRAT,"Overall, how would you rate your health?",0.777713771047819
HHM13RELR,13th HH member: relationship to the respondent,DISCPRPR,How often do you discuss private problems with your close relatives and friends?,0.8267540335004897
HHM13RELR,13th HH member: relationship to the respondent,BUSINARA,Do you approve or disapprove doing business with an Arab?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,BUSINIRA,Do you approve or disapprove doing business with an Iranian?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,BUSINJEW,Do you approve or disapprove doing business with a Jew?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,BUSINKUR,"Do you approve or disapprove doing business with a Kurd, Yezidi?",-1.0
HHM13RELR,13th HH member: relationship to the respondent,BUSINMOL,Do you approve or disapprove doing business with an Molokans?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,MARWUSA,Approve or disapprove of women of your ethnicity marrying an American?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,MARWITA,Approve or disapprove of women of your ethnicity marrying an Italian?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,FRNDLVRU,Close friend in Russia,-1.0
HHM13RELR,13th HH member: relationship to the respondent,ACCMARR,What age do you think it is acceptable for a woman to get married,-0.8858920666876036
HHM13RELR,13th HH member: relationship to the respondent,GENBRER,"Majority of families in Georgia today, who is the breadwinner–a man or a woman?",-1.0
HHM13RELR,13th HH member: relationship to the respondent,REVEXP1,What kind of expectations did you have from the events (known as “Velvet Revol,-1.0
HHM13RELR,13th HH member: relationship to the respondent,REFLANG,Making the teaching of university courses on “Armenian language” and “Arme,-1.0
HHM13RELR,13th HH member: relationship to the respondent,REFCRC,Removing the “History of Armenian church” course from the curriculum of publ,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUEDUC,How much do you trust or distrust educational system?,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,TRUNGOS,How much do you trust or distrust NGOs?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUEXEC,How much do you trust or distrust executive government?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUPRES,How much do you trust or distrust president?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUPPS,How much do you trust or distrust political parties?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRULOCG,How much do you trust or distrust local government?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUOMB,How much do you trust or distrust ombudsman?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUSTEU,How much do you trust or distrust EU?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,TRUSTUN,How much do you trust or distrust UN?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,FREESPK,Do people like yourself have the right to openly say what they think?,0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,VOTPRCP,Would you participate in the national elections next Sunday?,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,ELCOND,Would you say that those elections were conducted…,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,MAINFRN,Which country is currently the main friend of country?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,USSRNETI,Dissolution of USSR a bad thing: Ties with friends and relatives were severed,-1.0
HHM13RELR,13th HH member: relationship to the respondent,ICITOPP,Important for a good citizen: be critical towards the government?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,AMULSAR,Do you approve the Amulsar mining project?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,NK4_1,How likely is it to find a solution to the Nagorno-Karabakh conflict through pea,-1.0
HHM13RELR,13th HH member: relationship to the respondent,WORKTYP,Which of the following best describes your status and the type of workplace?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,WORKYRS,From which year have you been working at this workplace?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,WORKSEC,Which of the following best describes the sector in which you work?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,PERSINC,Your personal monetary income last month?,0.9332565252573828
HHM13RELR,13th HH member: relationship to the respondent,GETJOBF,Which factor do you consider most important for getting a good job?,0.8485552916276632
HHM13RELR,13th HH member: relationship to the respondent,BANKACC,Do you have a bank account or a bank card?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,KNOWRUS,Ability in Russian,-0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,COMPABL,Ability in computer,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,FRQINTR,How often do you use the Internet?,0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",0.777713771047819
HHM13RELR,13th HH member: relationship to the respondent,RESPMRAGE,Respondent's age when s/he got married,-1.0
HHM13RELR,13th HH member: relationship to the respondent,HHM2DOB,Second HH member: year of birth,0.9988118807685712
HHM13RELR,13th HH member: relationship to the respondent,HHM2EMP,Second HH member: employed?,0.9878291611472619
HHM13RELR,13th HH member: relationship to the respondent,HHM2MRAGE,2nd HH member: Age when s/he got married,-1.0
HHM13RELR,13th HH member: relationship to the respondent,HHM3RELR,Third HH member: relationship to the respondent,-0.9843241382880894
HHM13RELR,13th HH member: relationship to the respondent,HHM3DOB,Third HH member: year of birth,0.9332565252573828
HHM13RELR,13th HH member: relationship to the respondent,HHM4DOB,4th HH member: year of birth,0.9991507429465938
HHM13RELR,13th HH member: relationship to the respondent,HHM5DOB,5th HH member: year of birth,-0.9215506405654282
HHM13RELR,13th HH member: relationship to the respondent,HHM5MAR,5th HH member: marital status,0.921550640565428
HHM13RELR,13th HH member: relationship to the respondent,HHM6RELR,6th HH member: relationship to the respondent,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,HHM6EDU,6th HH member: Level of education achieved to date,-0.8485552916276634
HHM13RELR,13th HH member: relationship to the respondent,HHM7DOB,7th HH member: year of birth,0.9648598267088551
HHM13RELR,13th HH member: relationship to the respondent,HHM8RELR,8th HH member: relationship to the respondent,-0.9005713579201762
HHM13RELR,13th HH member: relationship to the respondent,HHM8DOB,8th HH member: year of birth,0.9083460483910922
HHM13RELR,13th HH member: relationship to the respondent,HHM8MAR,8th HH member: marital status,-1.0
HHM13RELR,13th HH member: relationship to the respondent,HHM8MRAGE,8th HH member: Age when s/he got married,-1.0
HHM13RELR,13th HH member: relationship to the respondent,HHM9RELR,9th HH member: relationship to the respondent,-0.8196561646738474
HHM13RELR,13th HH member: relationship to the respondent,HHM9DOB,9th HH member: year of birth,0.9871503998846944
HHM13RELR,13th HH member: relationship to the respondent,HHM9EDU,9th HH member: Level of education achieved to date,-0.8485552916276634
HHM13RELR,13th HH member: relationship to the respondent,HHM10RELR,10th HH member: relationship to the respondent,0.9997186400882174
HHM13RELR,13th HH member: relationship to the respondent,HHM10DOB,10th HH member: year of birth,0.9604339283965042
HHM13RELR,13th HH member: relationship to the respondent,HHM10EDU,10th HH member: Level of education achieved to date,-0.777713771047819
HHM13RELR,13th HH member: relationship to the respondent,HHM11DOB,11th HH member: year of birth,0.9683006310306347
HHM13RELR,13th HH member: relationship to the respondent,HHM11EDU,11th HH member: Level of education achieved to date,-0.9843241382880894
HHM13RELR,13th HH member: relationship to the respondent,HHM12RELR,12th HH member: relationship to the respondent,-0.777713771047819
HHM13RELR,13th HH member: relationship to the respondent,HHM12DOB,12th HH member: year of birth,0.9991507429465938
HHM13RELR,13th HH member: relationship to the respondent,HHM12EDU,12th HH member: Level of education achieved to date,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,HHM13DOB,13th HH member: year of birth,0.9998825486929457
HHM13RELR,13th HH member: relationship to the respondent,HHM13EDU,13th HH member: Level of education achieved to date,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,OWNWASH,Does your household own a washing machine?,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,OWNLNDP,Does your household own a land line phone?,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,CELLINTH,Do any of your HH members have Internet access from a cell phone?,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,WEBHOMEH,Does any of your HH members access the Internet from a home computer?,-1.0
HHM13RELR,13th HH member: relationship to the respondent,NOMONFD,How often did you not have enough money to buy food?,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,DEBTSHH,Does your household currently have any debts?,0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,FOODDBT,How often has your household borrowed money to buy food?,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,FRQDIST,How often was the respondent distracted during the interview?,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,RESPINL,How would you rate the respondents level of intelligence?,-0.987829161147262
HHM13RELR,13th HH member: relationship to the respondent,HHSIZE,Number of all household members,-0.9878291611472624
HHM13RELR,13th HH member: relationship to the respondent,HHASIZE,Number of adult household members,-0.9596252174559253
HHM13RELR,13th HH member: relationship to the respondent,NHHPSU,Total number of households per PSU,-0.9838903421311901
HHM13RELR,13th HH member: relationship to the respondent,NADHH,Total number of adults per household,-0.9596252174559253
HHM13DOB,13th HH member: year of birth,SETTYPE,Stratum,0.9853292781642911
HHM13DOB,13th HH member: year of birth,INDWT,Weight for individual-level questions,-0.9139908426179991
HHM13DOB,13th HH member: year of birth,ACTRESDT,Helped someone to resolve a dispute?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,ACTDON,Made a donation to a trustworthy organization,-1.0
HHM13DOB,13th HH member: year of birth,EMONOW,How do you feel now?,-1.0
HHM13DOB,13th HH member: year of birth,GALLTRU,Most people can be trusted or you cannot be too careful?,-0.958804497268428
HHM13DOB,13th HH member: year of birth,HLTHRAT,"Overall, how would you rate your health?",0.7679881673845781
HHM13DOB,13th HH member: year of birth,DISCPRPR,How often do you discuss private problems with your close relatives and friends?,0.8180350342372709
HHM13DOB,13th HH member: year of birth,BUSINARA,Do you approve or disapprove doing business with an Arab?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,BUSINIRA,Do you approve or disapprove doing business with an Iranian?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,BUSINJEW,Do you approve or disapprove doing business with a Jew?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,BUSINKUR,"Do you approve or disapprove doing business with a Kurd, Yezidi?",-1.0
HHM13DOB,13th HH member: year of birth,BUSINMOL,Do you approve or disapprove doing business with an Molokans?,-1.0
HHM13DOB,13th HH member: year of birth,MARWUSA,Approve or disapprove of women of your ethnicity marrying an American?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,MARWITA,Approve or disapprove of women of your ethnicity marrying an Italian?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,FRNDLVRU,Close friend in Russia,-1.0
HHM13DOB,13th HH member: year of birth,ACCMARR,What age do you think it is acceptable for a woman to get married,-0.8928976558441309
HHM13DOB,13th HH member: year of birth,GENBRER,"Majority of families in Georgia today, who is the breadwinner–a man or a woman?",-1.0
HHM13DOB,13th HH member: year of birth,REVEXP1,What kind of expectations did you have from the events (known as “Velvet Revol,-1.0
HHM13DOB,13th HH member: year of birth,REFLANG,Making the teaching of university courses on “Armenian language” and “Arme,-1.0
HHM13DOB,13th HH member: year of birth,REFCRC,Removing the “History of Armenian church” course from the curriculum of publ,-1.0
HHM13DOB,13th HH member: year of birth,TRUEDUC,How much do you trust or distrust educational system?,0.9853292781642911
HHM13DOB,13th HH member: year of birth,TRUNGOS,How much do you trust or distrust NGOs?,-1.0
HHM13DOB,13th HH member: year of birth,TRUEXEC,How much do you trust or distrust executive government?,-1.0
HHM13DOB,13th HH member: year of birth,TRUPRES,How much do you trust or distrust president?,-1.0
HHM13DOB,13th HH member: year of birth,TRUPPS,How much do you trust or distrust political parties?,-1.0
HHM13DOB,13th HH member: year of birth,TRULOCG,How much do you trust or distrust local government?,-1.0
HHM13DOB,13th HH member: year of birth,TRUOMB,How much do you trust or distrust ombudsman?,-1.0
HHM13DOB,13th HH member: year of birth,TRUSTEU,How much do you trust or distrust EU?,-1.0
HHM13DOB,13th HH member: year of birth,TRUSTUN,How much do you trust or distrust UN?,-1.0
HHM13DOB,13th HH member: year of birth,FREESPK,Do people like yourself have the right to openly say what they think?,0.9853292781642911
HHM13DOB,13th HH member: year of birth,VOTPRCP,Would you participate in the national elections next Sunday?,0.9853292781642911
HHM13DOB,13th HH member: year of birth,ELCOND,Would you say that those elections were conducted…,0.9853292781642911
HHM13DOB,13th HH member: year of birth,MAINFRN,Which country is currently the main friend of country?,-1.0
HHM13DOB,13th HH member: year of birth,USSRNETI,Dissolution of USSR a bad thing: Ties with friends and relatives were severed,-1.0
HHM13DOB,13th HH member: year of birth,ICITOPP,Important for a good citizen: be critical towards the government?,-1.0
HHM13DOB,13th HH member: year of birth,AMULSAR,Do you approve the Amulsar mining project?,-1.0
HHM13DOB,13th HH member: year of birth,NK4_1,How likely is it to find a solution to the Nagorno-Karabakh conflict through pea,-1.0
HHM13DOB,13th HH member: year of birth,WORKTYP,Which of the following best describes your status and the type of workplace?,-1.0
HHM13DOB,13th HH member: year of birth,WORKYRS,From which year have you been working at this workplace?,-1.0
HHM13DOB,13th HH member: year of birth,WORKSEC,Which of the following best describes the sector in which you work?,-1.0
HHM13DOB,13th HH member: year of birth,PERSINC,Your personal monetary income last month?,0.9386522045811413
HHM13DOB,13th HH member: year of birth,GETJOBF,Which factor do you consider most important for getting a good job?,0.8565647611324297
HHM13DOB,13th HH member: year of birth,BANKACC,Do you have a bank account or a bank card?,-1.0
HHM13DOB,13th HH member: year of birth,KNOWRUS,Ability in Russian,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,COMPABL,Ability in computer,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,FRQINTR,How often do you use the Internet?,0.9853292781642911
HHM13DOB,13th HH member: year of birth,RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",0.7679881673845781
HHM13DOB,13th HH member: year of birth,RESPMRAGE,Respondent's age when s/he got married,-1.0
HHM13DOB,13th HH member: year of birth,HHM2DOB,Second HH member: year of birth,0.9994414426726422
HHM13DOB,13th HH member: year of birth,HHM2EMP,Second HH member: employed?,0.9853292781642911
HHM13DOB,13th HH member: year of birth,HHM2MRAGE,2nd HH member: Age when s/he got married,-1.0
HHM13DOB,13th HH member: year of birth,HHM3RELR,Third HH member: relationship to the respondent,-0.9869115726091078
HHM13DOB,13th HH member: year of birth,HHM3DOB,Third HH member: year of birth,0.9386522045811413
HHM13DOB,13th HH member: year of birth,HHM4DOB,4th HH member: year of birth,0.9984018911384912
HHM13DOB,13th HH member: year of birth,HHM5DOB,5th HH member: year of birth,-0.9154919261065297
HHM13DOB,13th HH member: year of birth,HHM5MAR,5th HH member: marital status,0.9154919261065299
HHM13DOB,13th HH member: year of birth,HHM6RELR,6th HH member: relationship to the respondent,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,HHM6EDU,6th HH member: Level of education achieved to date,-0.8565647611324299
HHM13DOB,13th HH member: year of birth,HHM7DOB,7th HH member: year of birth,0.9687736628825755
HHM13DOB,13th HH member: year of birth,HHM8RELR,8th HH member: relationship to the respondent,-0.9071279587581527
HHM13DOB,13th HH member: year of birth,HHM8DOB,8th HH member: year of birth,0.9146490269994874
HHM13DOB,13th HH member: year of birth,HHM8MAR,8th HH member: marital status,-1.0
HHM13DOB,13th HH member: year of birth,HHM8MRAGE,8th HH member: Age when s/he got married,-1.0
HHM13DOB,13th HH member: year of birth,HHM9RELR,9th HH member: relationship to the respondent,-0.8283395305633661
HHM13DOB,13th HH member: year of birth,HHM9DOB,9th HH member: year of birth,0.9894834722314931
HHM13DOB,13th HH member: year of birth,HHM9EDU,9th HH member: Level of education achieved to date,-0.8565647611324299
HHM13DOB,13th HH member: year of birth,HHM10RELR,10th HH member: relationship to the respondent,0.9992376864089618
HHM13DOB,13th HH member: year of birth,HHM10DOB,10th HH member: year of birth,0.9560526884743764
HHM13DOB,13th HH member: year of birth,HHM10EDU,10th HH member: Level of education achieved to date,-0.7679881673845781
HHM13DOB,13th HH member: year of birth,HHM11DOB,11th HH member: year of birth,0.9720151696531049
HHM13DOB,13th HH member: year of birth,HHM11EDU,11th HH member: Level of education achieved to date,-0.9869115726091078
HHM13DOB,13th HH member: year of birth,HHM12RELR,12th HH member: relationship to the respondent,-0.7679881673845781
HHM13DOB,13th HH member: year of birth,HHM12DOB,12th HH member: year of birth,0.9984018911384912
HHM13DOB,13th HH member: year of birth,HHM12EDU,12th HH member: Level of education achieved to date,-0.9853292781642911
HHM13DOB,13th HH member: year of birth,HHM13RELR,13th HH member: relationship to the respondent,0.9998825486929457
HHM13DOB,13th HH member: year of birth,HHM13EDU,13th HH member: Level of education achieved to date,-0.9853292781642966
HHM13DOB,13th HH member: year of birth,OWNWASH,Does your household own a washing machine?,0.9853292781642967
HHM13DOB,13th HH member: year of birth,OWNLNDP,Does your household own a land line phone?,-0.9853292781642967
HHM13DOB,13th HH member: year of birth,CELLINTH,Do any of your HH members have Internet access from a cell phone?,-0.9853292781642967
HHM13DOB,13th HH member: year of birth,WEBHOMEH,Does any of your HH members access the Internet from a home computer?,-1.0
HHM13DOB,13th HH member: year of birth,NOMONFD,How often did you not have enough money to buy food?,0.9853292781642966
HHM13DOB,13th HH member: year of birth,DEBTSHH,Does your household currently have any debts?,0.9853292781642967
HHM13DOB,13th HH member: year of birth,FOODDBT,How often has your household borrowed money to buy food?,-0.9853292781642967
HHM13DOB,13th HH member: year of birth,FRQDIST,How often was the respondent distracted during the interview?,-0.9853292781642966
HHM13DOB,13th HH member: year of birth,RESPINL,How would you rate the respondents level of intelligence?,-0.9853292781642968
HHM13DOB,13th HH member: year of birth,HHSIZE,Number of all household members,-0.9853292781642969
HHM13DOB,13th HH member: year of birth,HHASIZE,Number of adult household members,-0.9638234561805479
HHM13DOB,13th HH member: year of birth,NHHPSU,Total number of households per PSU,-0.9865146731472683
HHM13DOB,13th HH member: year of birth,NADHH,Total number of adults per household,-0.9638234561805479
HHM13EDU,13th HH member: Level of education achieved to date,SETTYPE,Stratum,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,INDWT,Weight for individual-level questions,0.8313375957500825
HHM13EDU,13th HH member: Level of education achieved to date,ACTRESDT,Helped someone to resolve a dispute?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,GALLTRU,Most people can be trusted or you cannot be too careful?,0.8962581595302718
HHM13EDU,13th HH member: Level of education achieved to date,HLTHRAT,"Overall, how would you rate your health?",-0.8660254037844387
HHM13EDU,13th HH member: Level of education achieved to date,DISCPRPR,How often do you discuss private problems with your close relatives and friends?,-0.9041944301794652
HHM13EDU,13th HH member: Level of education achieved to date,BUSINARA,Do you approve or disapprove doing business with an Arab?,0.9999999999999999
