Variable 1,Variable 2,Correlation
HHM4EMP,HHM7MRAGE,0.709929573971954
HHM4TRW,HHM7TRW,0.8012336167697752
HHM4TRW,HHM12RELR,-0.8660254037844385
HHM4TRP,IMPISS1O,0.7446687115861395
HHM4TRP,SOGNOA,0.9185586535436916
HHM4TRP,HHM2TRP,0.772539303936907
HHM4TRP,HHM5MRAGE,-0.9801960588196068
HHM4TRP,HHM6EMP,0.8006407690254357
HHM4TRP,HHM8RELR,0.8964214570007952
HHM4TRP,HHM8TRW,-1.0
HHM4TRP,HHM9RELR,0.9933992677987828
HHM4TRP,HHM9SEX,-0.8660254037844386
HHM4TRP,HHM9DOB,-0.8660254037844386
HHM4TRP,HHM9TRW,-1.0
HHM4TAP,COUNTRY,0.9085324256143114
HHM4TAP,ID,0.8319650503749396
HHM4TAP,BUSINAZE,0.7380633742323381
HHM4TAP,MARWGEO,0.7111566603415539
HHM4TAP,APTINHOTH,-1.0
HHM4TAP,PARTYSUPP,0.8869694859878146
HHM4TAP,ELCOND,-0.7027517876877486
HHM4TAP,NATNSUPW,-0.8660254037844386
HHM4TAP,USSRPOIN,-0.7877162553977002
HHM4TAP,ETHNIC,0.7226320247239957
HHM4TAP,RELGION,0.7825566778676339
HHM4TAP,RESPTAP,0.9839050989501534
HHM4TAP,HHM3TAP,0.9892764026627793
HHM4TAP,HHM6EMP,-0.7010474854043832
HHM4TAP,HHM6TRA,-0.7010474854043832
HHM4TAP,SUBSTRATUM,0.9100791180943925
HHM4TAP,C1_DATE,-0.907138470204163
HHM4TAP,C1_TIME,0.9085324477719866
HHM4TAP,C2_TIME,0.9085322800089796
HHM4TAP,C3_TIME,0.9085280549676766
HHM4TAP,INT_DATE,-0.9081152297568383
HHM4TAP,INT_START,0.9085327186892365
HHM4TAP,INT_END,0.9085382513329701
HHM4TAP,INT_DUR,0.9085374930163002
HHM4TAP,PSU,0.8319650486029984
HHM4TAP,INTLANG,0.8888876507318744
HHM4MAR,EEUNSUWO,-1.0
HHM4MAR,WARSTRO,-0.8703882797784892
HHM4MAR,HHM12RELR,0.8660254037844387
HHM4MRAGE,EEUNSUWO,-1.0
HHM4MRAGE,EEUSUPWO,-0.9127304766889968
HHM4MRAGE,USSRPOOTS,-0.8816000480480505
HHM4MRAGE,ENVPROBO,0.7892030437536437
HHM4MRAGE,WARSTRO,0.7333333333333336
HHM4MRAGE,HHM5TAP,0.7559289460184544
HHM4MRAGE,HHM11MAR,-1.0
HHM4MRAGE,HHM12RELR,-0.8219949365267865
HHM4EDU,EUNSUPO,-1.0
HHM4EDU,HHM6TAP,-0.8427009716003844
HHM4EDU,HHM7TRP,-1.0
HHM4EDU,HHM9TRW,0.8749999999999999
HHM4EDU,HHM9MAR,-1.0
HHM4EDU,HHM12SEX,1.0000000000000002
HHM5RELR,EEUSUPWO,-0.7207944173135364
HHM5RELR,USSRNEOO,0.88249750329277
HHM5RELR,SECNDLAOO,-0.8136815083288086
HHM5RELR,HHM5TAP,-0.7262617369970593
HHM5RELR,HHM6RELR,0.7096784585521715
HHM5RELR,HHM7TRP,-1.0
HHM5RELR,HHM8MRAGE,0.8124811312867621
HHM5RELR,HHM9MAR,-1.0
HHM5RELR,HHM11MAR,-1.0
HHM5RELR,HHM12RELR,0.8660254037844387
HHM5SEX,NATOSUPO,-0.7825855808712295
HHM5SEX,USSRNEOO,-0.8824975032927698
HHM5SEX,FLMANDSO,-0.9738516810963536
HHM5SEX,HHM12SEX,-1.0
HHM5DOB,PARTYSUPO,-0.7309738846478105
HHM5DOB,EEUNSUWO,0.8029550685469669
HHM5DOB,USSRNEOO,0.9738412235163386
HHM5DOB,WARSTRO,-0.9605057528447042
HHM5DOB,FLMANDSO,0.837067940484462
HHM5DOB,HHM6DOB,0.9898562919186445
HHM5DOB,HHM7TRP,-1.0
HHM5DOB,HHM12RELR,0.9607689228305227
HHM5DOB,HHM12DOB,-0.9367659069225724
HHM5DOB,HHM12EDU,0.9707253433941511
HHM5DOB,HHM13RELR,-0.9215506405654282
HHM5DOB,HHM13DOB,-0.9154919261065297
HHM5DOB,HHM13EDU,0.9707253433941511
HHM5POB,EEUNSUWO,0.9176629354822472
HHM5POB,FLMANDSO,-0.9738516810963536
HHM5EMP,EUSUPWHO,-0.9179850920431567
HHM5EMP,EEUSUPWO,0.7001400420140048
HHM5EMP,WARSTRO,-1.0
HHM5EMP,INTACOO,-0.7905694150420948
HHM5EMP,HHM8MRAGE,0.8206750043022922
HHM5EMP,HHM9TRW,-1.0
HHM5EMP,HHM11DOB,-0.7807061528527786
HHM5EMP,HHM11EDU,0.7040090342020442
HHM5TRW,HHM6TRP,0.8783100656536798
HHM5TRW,HHM6TAP,-1.0
HHM5TRP,RELLVKZ,-0.7071067811865475
HHM5TRP,FRNDLVIT,-0.9999999999999999
HHM5TRP,ACCCOHB,-1.0
HHM5TRP,REFLANG,-0.7453559924999299
HHM5TRP,REFINT,0.7222222222222223
HHM5TRP,COOPNATO,0.9999999999999998
HHM5TRP,USSRPOIN,0.8017837257372732
HHM5TRP,USSRPOEL,-0.8017837257372731
HHM5TRP,ENVPROBPL,-1.0
HHM5TRP,ABKGCONF,-0.7999999999999999
HHM5TRP,ABKGIND,-0.7467286566323438
HHM5TRP,SOGIND,-0.7499999999999999
HHM5TRP,WORKTYP,0.8401680504168059
HHM5TRP,WORKYRS,0.9019618999366199
HHM5TRP,SECNDLAAZ,-0.9999999999999999
HHM5TRP,INTACNW,-0.7370434740955019
HHM5TRP,HHM3EMP,-0.7045633207030161
HHM5TRP,HHM3TAP,-1.0
HHM5TRP,HHM6MAR,-0.886620694933573
HHM5TRP,HHM7SEX,-0.8660254037844387
HHM5TRP,HHM7DOB,0.8192880303729115
HHM5TRP,HHM7TRP,-1.0
HHM5TRP,HHM7MAR,-1.0
HHM5TRP,HHM7EDU,-0.8374357893586237
HHM5TRP,HHM8DOB,-0.8660254037844387
HHM5TRP,HHM8EDU,0.8660254037844387
HHM5TRP,HHM9DOB,-1.0
HHM5TRA,EEUSUPWO,0.7001400420140048
HHM5TAP,INDWT,0.7082426427507145
HHM5TAP,BUSINJW,0.93062958719967
HHM5TAP,MARWAZE,0.93062958719967
HHM5TAP,MARWITA,0.93062958719967
HHM5TAP,MARWARA,0.93062958719967
HHM5TAP,MARWIRA,0.93062958719967
HHM5TAP,MARWKUR,0.93062958719967
HHM5TAP,MARWTUR,0.93062958719967
HHM5TAP,MARWIND,0.93062958719967
HHM5TAP,MARWAZG,0.9637544694713633
HHM5TAP,MARWJW,0.93062958719967
HHM5TAP,RELLVIL,0.8461218042780159
HHM5TAP,RELLVUS,-0.7784320599357746
HHM5TAP,FRNDLVDE,-1.0
HHM5TAP,FRNDLVUK,-1.0
HHM5TAP,FRNDLVUS,-1.0
HHM5TAP,ACCSEPL,-1.0
HHM5TAP,IMPISS2,0.9306295871996703
HHM5TAP,TRUPARL,0.8692421991836186
HHM5TAP,TRUPOLI,-0.9642090052945038
HHM5TAP,TRULOCG,-0.7584817405910407
HHM5TAP,OBJCOUR,0.733342976302404
HHM5TAP,VOTLEL1,-0.9637544694713636
HHM5TAP,NATOSUPW,-0.845626276130704
HHM5TAP,USSRDISS,-0.8461218042780159
HHM5TAP,USSRNEWA,-1.0
HHM5TAP,USSRNEWK,-1.0
HHM5TAP,ATTDEM,-0.7784320599357746
HHM5TAP,GERUAVO,0.9637544694713636
HHM5TAP,ABKGHIA,-0.9637544694713636
HHM5TAP,RESRSOC,-0.9637544694713636
HHM5TAP,SOGRUS,0.9912407071619304
HHM5TAP,WORKTYP,-1.0
HHM5TAP,WORKYRS,-1.0
HHM5TAP,WORKSEC,-1.0
HHM5TAP,JOBSARFN,-1.0
HHM5TAP,INTACFB,-0.917662935482247
HHM5TAP,INTACSN,-0.8029550685469661
HHM5TAP,RELGION,0.9637544694713636
HHM5TAP,LIVEREG,-0.7723495958436671
HHM5TAP,RESPPOB,0.7937648216235891
HHM5TAP,RESPMRAGE,-0.7747561004810519
HHM5TAP,HHM2RELR,0.8146908361866602
HHM5TAP,HHM2POB,0.7723117183364651
HHM5TAP,HHM3SEX,0.93062958719967
HHM5TAP,HHM4SEX,-0.8146908361866602
HHM5TAP,HHM4MRAGE,0.7559289460184544
HHM5TAP,HHM5RELR,-0.7262617369970593
HHM5TAP,HHM5MRAGE,-0.9878291611472617
HHM5TAP,HHM5EDU,-0.9306295871996703
HHM5TAP,HHM6POB,0.7723117183364651
HHM5TAP,HHM6MRAGE,-1.0
HHM5TAP,HHM7SEX,0.8017837257372732
HHM5TAP,HHM8RELR,-0.802955068546967
HHM5TAP,HHM8SEX,-0.802955068546966
HHM5TAP,HHM8DOB,0.7770821913359649
HHM5TAP,HHM8EDU,-0.8029550685469662
HHM5TAP,HHM9RELR,-1.0
HHM5TAP,HHM10RELR,-1.0
HHM5TAP,HHM10DOB,-1.0
HHM5TAP,NUMCOTV,0.93062958719967
HHM5TAP,NUMCARS,-0.9819805060619657
HHM5TAP,NOMONFD,-0.8241239929323423
HHM5TAP,INCSOUOT,0.93062958719967
HHM5TAP,DEBTSHH,-0.93062958719967
HHM5TAP,UTILDBT,-0.8146908361866602
HHM5TAP,FUTRUNG,-1.0
HHM5TAP,FRQDIST,0.8146908361866602
HHM5TAP,FRQUNDST,0.8407865032428541
HHM5TAP,RESPSINC,-0.9397458844316797
HHM5TAP,RESPTIR,-0.7715827783738235
HHM5TAP,HHWT,0.8854535234694635
HHM5MAR,APTINHOTH,0.9416049280053616
HHM5MAR,NATNSUPO,-1.0
HHM5MAR,HHM6TRP,0.7385489458759965
HHM5MAR,HHM6TAP,-1.0
HHM5MAR,HHM12RELR,-0.9607689228305228
HHM5MAR,HHM12DOB,0.9367659069225726
HHM5MAR,HHM12EDU,-0.970725343394151
HHM5MAR,HHM13RELR,0.921550640565428
HHM5MAR,HHM13DOB,0.9154919261065299
HHM5MAR,HHM13EDU,-0.970725343394151
HHM5MRAGE,PARTYSUPS,-0.9737857041999309
HHM5MRAGE,EUSUPWHO,-1.0
HHM5MRAGE,USSRPOOTS,0.9882327393327942
HHM5MRAGE,HHM4TRP,-0.9801960588196068
HHM5MRAGE,HHM5TAP,-0.9878291611472617
HHM5MRAGE,HHM8MAR,-1.0
HHM5EDU,EEUNSUWO,-0.8029550685469662
HHM5EDU,USSRNEOO,-0.944911182523068
HHM5EDU,FLMANDSO,-0.9181561700975341
HHM5EDU,HHM5TAP,-0.9306295871996703
HHM5EDU,HHM6TAP,0.7035264706814486
HHM5EDU,HHM9MAR,-1.0
HHM5EDU,HHM12RELR,0.8660254037844385
HHM6RELR,FLMANDSO,-0.9933992677987828
HHM6RELR,SECNDLAOO,-0.9622504486493763
HHM6RELR,HHM5RELR,0.7096784585521715
HHM6RELR,HHM7RELR,0.834553542622369
HHM6RELR,HHM9MAR,-1.0
HHM6RELR,HHM11MAR,-1.0
HHM6RELR,HHM12RELR,0.8660254037844387
HHM6RELR,HHM12DOB,-0.9933992677987828
HHM6RELR,HHM13RELR,-0.987829161147262
HHM6RELR,HHM13DOB,-0.9853292781642911
HHM6SEX,EUSUPWHO,0.9721245691836365
HHM6SEX,HHM11SEX,-0.7071067811865476
HHM6SEX,HHM12RELR,-0.8660254037844387
HHM6DOB,PARTYSUPO,-1.0000000000000142
HHM6DOB,EUSUPWHO,-0.8848880187640908
HHM6DOB,USSRNEOO,-1.0
HHM6DOB,FLMANDSO,0.941115095809376
HHM6DOB,SECNDLAOO,0.7452386043595833
HHM6DOB,HHM5DOB,0.9898562919186445
HHM6DOB,HHM12SEX,-0.8846153846153865
HHM6POB,FLMANDSO,-0.9933992677987828
HHM6POB,HHM5TAP,0.7723117183364651
HHM6POB,HHM8MRAGE,-0.7071067811865476
HHM6POB,HHM11SEX,-0.7519445197271296
HHM6EMP,RESPTAP,-1.0000000000000002
HHM6EMP,HHM4TRP,0.8006407690254357
HHM6EMP,HHM4TAP,-0.7010474854043832
HHM6EMP,HHM12RELR,-1.0
HHM6EMP,HHM12EDU,-1.0
HHM6EMP,HHM13EDU,-1.0
HHM6TRW,FRNDLVIT,0.7005289007176939
HHM6TRW,EUSUPWHO,-0.9853292781642934
HHM6TRP,ACTVLNT,-0.8017837257372731
HHM6TRP,ACTDNCH,-0.8017837257372731
HHM6TRP,ACTPBLM,-0.8017837257372731
HHM6TRP,HLTHRAT,-0.8017837257372731
HHM6TRP,BUSINGA,-0.8017837257372731
HHM6TRP,RELLVRU,-1.0
HHM6TRP,FRNDLVDE,-1.0
HHM6TRP,ACCSEPL,-0.9428090415820632
HHM6TRP,TRUOS,0.8660254037844387
HHM6TRP,REVEXP2,-1.0
HHM6TRP,REFLANG,-0.7559289460184546
HHM6TRP,REFHLT,0.7559289460184543
HHM6TRP,REFREF,0.7559289460184543
HHM6TRP,ISTTEXT,-1.0
HHM6TRP,QUALINF,0.806225774829855
HHM6TRP,EUSUPWHY,0.8708635721768008
HHM6TRP,EEUSUPNA,-1.0
HHM6TRP,COOPEEU,-1.0
HHM6TRP,ENVPROBSEV,-1.0
HHM6TRP,NK4_1,-0.7559289460184543
HHM6TRP,NK4_2,-0.9449111825230679
HHM6TRP,KNOWOTH,-0.801783725737273
HHM6TRP,HHM2EMP,-0.7071067811865474
HHM6TRP,HHM2TRW,-0.9128709291752768
HHM6TRP,HHM2EDU,-0.9525793444156805
HHM6TRP,HHM3TRP,0.8528028654224419
HHM6TRP,HHM3MRAGE,-0.8605164648648885
HHM6TRP,HHM5TRW,0.8783100656536798
HHM6TRP,HHM5MAR,0.7385489458759965
HHM6TRP,HHM7DOB,-1.0
HHM6TRP,HHM8SEX,-1.0
HHM6TRP,HHM8EDU,-1.0
HHM6TRP,OWNCOTV,0.8017837257372732
HHM6TRP,INCSOUGO,0.912870929175277
HHM6TRA,USSRPOOTS,0.9819805060619656
HHM6TRA,SECNDLAEN,0.7115384615384615
HHM6TRA,RESPTAP,-1.0000000000000002
HHM6TRA,HHM4TAP,-0.7010474854043832
HHM6TAP,BUSINARA,0.9999999999999998
HHM6TAP,BUSINGEO,0.9999999999999998
HHM6TAP,BUSINJEW,0.9999999999999998
HHM6TAP,BUSINRUS,0.9999999999999998
HHM6TAP,BUSINUKR,0.9999999999999998
HHM6TAP,BUSININD,0.9999999999999998
HHM6TAP,BUSINMOL,0.9999999999999998
HHM6TAP,MARWRUS,0.9999999999999998
HHM6TAP,RELLVUS,-0.9999999999999998
HHM6TAP,FATEINLF,-0.8207677342949546
HHM6TAP,ACCVODK,-0.8660254037844387
HHM6TAP,TRUOS,-0.8703882797784892
HHM6TAP,CNTPROS,-0.8728715609439694
HHM6TAP,REVEXP2,1.0000000000000002
HHM6TAP,REFRET,0.9707253433941507
HHM6TAP,TRUHLTH,0.9101820546182063
HHM6TAP,TRUSTEU,-1.0
HHM6TAP,GOVTROL,0.7637626158259734
HHM6TAP,OBJCOUR,-0.8944271909999159
HHM6TAP,COOPCSTO,-0.8660254037844387
HHM6TAP,ENVPROBTR,-0.9999999999999998
HHM6TAP,NK4_2,0.7071067811865476
HHM6TAP,GETJOBF,-0.7624928516630234
HHM6TAP,JOBLOST,-0.9999999999999998
HHM6TAP,INTACFB,-1.0
HHM6TAP,RELSERV,-0.7071067811865475
HHM6TAP,RESPTRP,-0.8660254037844385
HHM6TAP,HHM2TAP,-1.0
HHM6TAP,HHM2MAR,-0.8498365855987974
HHM6TAP,HHM2EDU,0.9045340337332908
HHM6TAP,HHM3TAP,-1.0
HHM6TAP,HHM4EDU,-0.8427009716003844
HHM6TAP,HHM5TRW,-1.0
HHM6TAP,HHM5MAR,-1.0
HHM6TAP,HHM5EDU,0.7035264706814486
HHM6MAR,EUSUPWHO,-1.0
HHM6MAR,EEUNSUW,0.9897782665572894
HHM6MAR,HHM5TRP,-0.886620694933573
HHM6MAR,HHM12RELR,-1.0
HHM6MAR,HHM12EDU,-1.0
HHM6MAR,HHM13EDU,-1.0
HHM6MRAGE,IMPISS1O,-0.9914852360407974
HHM6MRAGE,EEUNSUW,0.720576692122892
HHM6MRAGE,USSRPOOTS,-1.0
HHM6MRAGE,BENFDEBF,0.8599947533495196
HHM6MRAGE,BENFDEBA,-0.8599947533495198
HHM6MRAGE,RESPTAP,-0.7683498199278326
HHM6MRAGE,HHM3TAP,-1.0
HHM6MRAGE,HHM5TAP,-1.0
HHM6MRAGE,HHM8MRAGE,-1.0
HHM6MRAGE,HHM11SEX,0.7219948723811553
HHM6EDU,EUSUPWHO,0.8050543010667192
HHM6EDU,FLMANDSO,-0.9933992677987828
HHM6EDU,HHM7TRP,-1.0
HHM6EDU,HHM9TRW,0.7071067811865475
HHM6EDU,HHM9MAR,-1.0
HHM6EDU,HHM12SEX,0.9449111825230683
HHM6EDU,HHM12DOB,-0.8260331876309022
HHM6EDU,HHM12EDU,0.7559289460184544
HHM6EDU,HHM13RELR,-0.8485552916276634
HHM6EDU,HHM13DOB,-0.8565647611324299
HHM6EDU,HHM13EDU,0.7559289460184544
HHM7RELR,NATNSUPO,-0.7559289460184545
HHM7RELR,EEUSUPWO,0.9819805060619652
HHM7RELR,INTACOO,-0.9999999999999994
HHM7RELR,HHM6RELR,0.834553542622369
HHM7RELR,HHM9MAR,-1.0
HHM7RELR,HHM12RELR,-0.720576692122892
HHM7SEX,EEUNSUW,0.9045340337332908
HHM7SEX,HHM5TRP,-0.8660254037844387
HHM7SEX,HHM5TAP,0.8017837257372732
HHM7SEX,HHM9MAR,-1.0
HHM7DOB,PARTYSUPS,0.9975928294478412
HHM7DOB,NATNSUPO,0.7559289460184545
HHM7DOB,EUSUPWHO,-1.0
HHM7DOB,EEUSUPWO,-0.9912407071619304
HHM7DOB,HHM5TRP,0.8192880303729115
HHM7DOB,HHM6TRP,-1.0
HHM7DOB,HHM7TRP,-1.0
HHM7DOB,HHM7EDU,-0.8128411177448428
HHM7DOB,HHM12SEX,-0.810884854079383
HHM7DOB,HHM12DOB,0.9532133640353722
HHM7DOB,HHM12EDU,-0.912245460839306
HHM7DOB,HHM13RELR,0.9648598267088551
HHM7DOB,HHM13DOB,0.9687736628825755
HHM7DOB,HHM13EDU,-0.912245460839306
HHM7POB,IMPISS2O,0.9610517887575002
HHM7POB,HHM11SEX,-0.917662935482247
HHM7POB,HHM12RELR,-0.8660254037844385
HHM7EMP,NATOSUPW,-0.9999999999999998
HHM7EMP,EEUSUPWO,-1.0
HHM7EMP,BENFDEBA,-1.0
HHM7EMP,HHM8MAR,0.7739572992033211
HHM7TRW,VOTLEL1,-1.0
HHM7TRW,ABKGIND,0.7454993164109749
HHM7TRW,SOGIND,0.9999999999999999
HHM7TRW,HHM4TRW,0.8012336167697752
HHM7TRW,HHM8RELR,-0.7562965263689009
HHM7TRP,INDWT,-1.0
HHM7TRP,ACTCLEAN,-1.0
HHM7TRP,ACTNRCHN,-1.0
HHM7TRP,GALLTRU,-1.0
HHM7TRP,BUSINARM,-1.0
HHM7TRP,BUSINITA,-1.0
HHM7TRP,BUSINJEW,-1.0
HHM7TRP,MARWARM,-1.0
HHM7TRP,CLRLABR,-1.0
HHM7TRP,TRUPOLLRN,-1.0
HHM7TRP,IMPISS2,-1.0
HHM7TRP,TRUHLTH,-1.0
HHM7TRP,TRUEDUC,-1.0
HHM7TRP,TRUPARL,-1.0
HHM7TRP,TRUEXEC,-1.0
HHM7TRP,TRUPRES,-1.0
HHM7TRP,TRUPPS,-1.0
HHM7TRP,TRUMEDI,-1.0
HHM7TRP,TRUOMB,-1.0
HHM7TRP,TRUSTEU,-1.0
HHM7TRP,TRUSTUN,-1.0
HHM7TRP,FAIRTRT,-1.0
HHM7TRP,VOTPRCP,-1.0
HHM7TRP,ELCOND,-1.0
HHM7TRP,MAINFRN,-1.0
HHM7TRP,RESPEDU,-1.0
HHM7TRP,COMPABL,-1.0
HHM7TRP,FRQINTR,-1.0
HHM7TRP,INTACEN,-1.0
HHM7TRP,RESPDOB,-1.0
HHM7TRP,RESPTRW,-1.0
HHM7TRP,HHM2DOB,-1.0
HHM7TRP,HHM2EMP,-1.0
HHM7TRP,HHM2TRW,-1.0
HHM7TRP,HHM2TRA,-1.0
HHM7TRP,HHM2MRAGE,-1.0
HHM7TRP,HHM2EDU,-1.0
HHM7TRP,HHM3DOB,-1.0
HHM7TRP,HHM3TRW,-1.0
HHM7TRP,HHM3MRAGE,-1.0
HHM7TRP,HHM4RELR,-1.0
HHM7TRP,HHM4DOB,-1.0
HHM7TRP,HHM4EDU,-1.0
HHM7TRP,HHM5RELR,-1.0
HHM7TRP,HHM5DOB,-1.0
HHM7TRP,HHM5TRP,-1.0
HHM7TRP,HHM6EDU,-1.0
HHM7TRP,HHM7DOB,-1.0
HHM7TRP,HHM8SEX,-1.0
HHM7TRP,HHM8EDU,-1.0
HHM7TRP,INCSOUAG,-1.0
HHM7TRP,C1_DATE,-1.0
HHM7TRP,INT_DATE,-1.0
HHM7TRP,HHSIZE,-1.0
HHM7TRP,NHHPSU,-1.0
HHM7TRP,HHWT,-1.0
HHM7MAR,BUSINARG,-0.760638829255665
HHM7MAR,MARWMOL,-0.8333333333333335
HHM7MAR,FRNDLVIE,-0.7559289460184544
HHM7MAR,EEUSUPNA,0.7248824356090752
HHM7MAR,EEUSUPWO,-1.0
HHM7MAR,ABKGCONF,0.7006490497453706
HHM7MAR,BENFDEBF,0.8029550685469661
HHM7MAR,BENFDEBA,-0.8029550685469661
HHM7MAR,HHM2TRP,0.9607689228305226
HHM7MAR,HHM5TRP,-1.0
HHM7MAR,HHM8MAR,0.7805713922509647
HHM7MAR,HHM12RELR,-1.0
HHM7MAR,HHM12EDU,-1.0
HHM7MAR,HHM13EDU,-1.0
HHM7MRAGE,FRNDLVGR,0.9191365676955671
HHM7MRAGE,ACCVODK,-0.7127255688897131
HHM7MRAGE,IMPISS1O,-0.9819805060619659
HHM7MRAGE,EEUSUPW,0.8167949535234437
HHM7MRAGE,RUBETEUN,-0.8104568138596338
HHM7MRAGE,USSRDISS,-0.7085747471575502
HHM7MRAGE,USSRPOEX,0.8386278693775345
HHM7MRAGE,ENVPROBRW,0.8247860988423226
HHM7MRAGE,SOGHIA,-1.0
HHM7MRAGE,SOGCONF,0.7924058156930613
HHM7MRAGE,HHM2RELR,0.8418282145943855
HHM7MRAGE,HHM2MRAGE,0.7752231929746983
HHM7MRAGE,HHM3RELR,0.8699355175785304
HHM7MRAGE,HHM3SEX,0.7801425194631902
HHM7MRAGE,HHM4EMP,0.709929573971954
HHM7MRAGE,HHM7EDU,0.7381541953021308
HHM7MRAGE,HHM8MRAGE,0.8206381351564204
HHM7MRAGE,HHM11RELR,0.9607689228305231
HHM7MRAGE,HHM11SEX,0.9707253433941512
HHM7MRAGE,FUTRUNG,0.795495128834866
HHM7EDU,PARTYSUPS,-0.9999168868906103
HHM7EDU,EEUSUPWO,0.944911182523068
HHM7EDU,HHM5TRP,-0.8374357893586237
HHM7EDU,HHM7DOB,-0.8128411177448428
HHM7EDU,HHM7MRAGE,0.7381541953021308
HHM7EDU,HHM9MAR,-1.0
HHM7EDU,HHM12SEX,0.8660254037844387
HHM8RELR,APTINHOTH,-1.0
HHM8RELR,IMPISS1O,-0.7435448243381715
HHM8RELR,EEUNSUW,0.9999999999999998
HHM8RELR,RESPTRP,-0.7455530202571382
HHM8RELR,RESPTAP,-0.720576692122892
HHM8RELR,HHM4TRP,0.8964214570007952
HHM8RELR,HHM5TAP,-0.802955068546967
HHM8RELR,HHM7TRW,-0.7562965263689009
HHM8RELR,HHM9MAR,-1.0
HHM8RELR,HHM11MAR,-1.0
HHM8RELR,HHM12SEX,0.9041944301794651
HHM8RELR,HHM12DOB,-0.8818947015264179
HHM8RELR,HHM12EDU,0.8219949365267865
HHM8RELR,HHM13RELR,-0.9005713579201762
HHM8RELR,HHM13DOB,-0.9071279587581527
HHM8RELR,HHM13EDU,0.8219949365267865
HHM8SEX,APTINHOTH,-1.0
HHM8SEX,HHM5TAP,-0.802955068546966
HHM8SEX,HHM6TRP,-1.0
HHM8SEX,HHM7TRP,-1.0
HHM8SEX,HHM11MAR,-1.0
HHM8DOB,RELLVUK,-0.9997031308718235
HHM8DOB,APTINHOTH,-1.0
HHM8DOB,RESPTRP,-0.7564478310670948
HHM8DOB,RESPTAP,0.8029550685469696
HHM8DOB,HHM5TRP,-0.8660254037844387
HHM8DOB,HHM5TAP,0.7770821913359649
HHM8DOB,HHM9TRW,0.7694596872239811
HHM8DOB,HHM12SEX,-0.8962581595302731
HHM8DOB,HHM12DOB,0.8903421994360579
HHM8DOB,HHM12EDU,-0.8322397195638248
HHM8DOB,HHM13RELR,0.9083460483910922
HHM8DOB,HHM13DOB,0.9146490269994874
HHM8DOB,HHM13EDU,-0.8322397195638248
HHM8POB,IMPISS2O,0.9991507429465938
HHM8POB,HHM10POB,0.9671477787852004
HHM8POB,HHM11POB,0.8366600265340756
HHM8EMP,IMPISS1O,-1.0
HHM8EMP,REVEXP2,0.9185586535436917
HHM8EMP,REFCRC,0.9682458365518541
HHM8EMP,REFVET,-0.8164965809277259
HHM8EMP,NATOSUPW,-0.9999999999999999
HHM8EMP,EEUSUPW,0.870388279778489
HHM8EMP,COOPEU,-1.0
HHM8EMP,COOPEEU,-1.0
HHM8EMP,ECOINVEST,0.9128709291752768
HHM8EMP,GLWARM,-1.0000000000000002
HHM8EMP,SECNDLANGKA,-1.0
HHM8EMP,EMIGRAT,0.7867957924694431
HHM8TRW,REFLANG,0.9128709291752767
HHM8TRW,REFINT,-0.7385489458759964
HHM8TRW,REFHLT,0.8703882797784891
HHM8TRW,TRURELI,-0.7174300539794394
HHM8TRW,NATNSUPW,-1.0
HHM8TRW,COOPNATO,-0.8660254037844385
HHM8TRW,ICITOPP,0.7655318158241112
HHM8TRW,ENVPROBTW,-0.9999999999999999
HHM8TRW,HHM4TRP,-1.0
HHM8MAR,BUSINABK,-0.7150969419341942
HHM8MAR,BUSINARG,-0.7150969419341942
HHM8MAR,MARWABK,-0.9701425001453319
HHM8MAR,RELLVCUK,0.9999999999999999
HHM8MAR,ACCSEPL,-0.720576692122892
HHM8MAR,TRUOS,-0.7071067811865475
HHM8MAR,REFCRC,0.7624928516630234
HHM8MAR,REFVET,-0.8660254037844385
HHM8MAR,TRUHLTH,-0.7095748751868991
HHM8MAR,TRUPARL,-0.711557854950282
HHM8MAR,VOTLELE,-1.0
HHM8MAR,NATOSUPW,-0.7150969419341942
HHM8MAR,COOPEU,-1.0
HHM8MAR,COOPNATO,-1.0
HHM8MAR,COOPEEU,-1.0
HHM8MAR,USSRNEEC,-0.8703882797784892
HHM8MAR,USSRNEGHA,0.8703882797784892
HHM8MAR,ICITGOV,-0.8017837257372733
HHM8MAR,ICITOPP,0.9801960588196069
HHM8MAR,CNTRDEM,-0.8320502943378437
HHM8MAR,NK4_2,-0.9045340337332909
HHM8MAR,BENFDEBF,0.9707253433941508
HHM8MAR,BENFDEBA,-0.9707253433941508
HHM8MAR,INTACEN,-0.9271726499455307
HHM8MAR,INTACOT,-0.9271726499455307
HHM8MAR,HHM2TRP,-1.0
HHM8MAR,HHM5MRAGE,-1.0
HHM8MAR,HHM7EMP,0.7739572992033211
HHM8MAR,HHM7MAR,0.7805713922509647
HHM8MAR,HHM10SEX,0.7268155677785234
HHM8MAR,HHM11SEX,0.9622504486493763
HHM8MAR,HHM11POB,-0.7777777777777778
HHM8MAR,HHM11EDU,0.7505683356701913
HHM8MAR,HHM12DOB,-1.0
HHM8MAR,HHM13RELR,-1.0
HHM8MAR,HHM13DOB,-1.0
HHM8MAR,HELPA,0.7150969419341942
HHM8MAR,NUMFRDG,0.7493075430155055
HHM8MRAGE,COUNTRY,-0.8183170883849715
HHM8MRAGE,ID,-0.9041809982638604
HHM8MRAGE,BUSINARM,0.828078671210825
